glossary_id,term,category,definition,tkdl_original_term,source_url,verification_status
GLOS-0319,Roga,Roga Nid¢na,Sa¼sk¨ta term for disease. It is derived from the root Ruk' which stands for pain and it is defined as the condition which impairs quality of life and is characterised by presence of pain or discomfort in the body as well as mental affliction. See Gada also.,Roga,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0320,Rukṣaīa,K¢yacikits¢,"One of the six preparatory treatments (Upakrama), literally the term means the one which creates dryness. Regarded as one of the three depleting therapies (La¬ghana), the term signifies the dehydration therapy. It is useful for treatment of excess Pitta and Kapha.The drugs used for this therapy have characterstic properties like light, hot, sharp, rough, mobile and hardness. The therapy involves the intake of pungent (Ka°u), bitter (Tikta) and astringent (Ka¾¢ya) substances. It is best suited for conditions where the channels of circulation are obstructed and there is an excessive dominance of the aggravated Do¾a for example spasticity of the thighs, gout and urinary disorders.",Ruk¾a´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0321,Rūkṣa,Dravyagu´a,"One of the twenty physico-pharmacological qualities of the drugs mentioned in Ayurvedic pharmacology, the term literally refers to dry, arid and non-greasy. It is principally composed of P¨thv¤, Agni and V¢yu. The property aggravates V¢ta and pacifies Kapha. It generates dryness, hardness, and roughness over the body. Its main function is ¹o¾a´a (to absorb), besides developing roughness, hardness and destroying strength and complexion. As for therapeutic benefits, the drugs having this property are Av¨¾ya (non-aphrodisiac) and a Stambhan (cease secretions) and are thus useful in diseases of excessive secretion e.g. diarrhoea.",R¦k¾a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0322,Rūpa,Roga Nid¢na,"Sa¼sk¨ta term that literally means what can be visualised, i.e. a form, image, figure or appearance. Third aspect of the aetiological process of diagnosis (Nid¢na Pa®caka), it denotes the cardinal signs and symptoms of the disorder. Regarded as the definite expression of the pre-monitory symptoms i.e. P¦rvar¦pa, its knowledge plays an important role in identifying the specific nature of disease.Without its proper knowledge, the physician can not effectively speculate the dianosis as well as the line of treatment of the disease. It has been mentioned as of two kinds: S¢m¢nya i.e. generalised symptoms or the total nature of disease and Viºe¾a, i.e. the specific individual symptoms as per Do¾a predominance on which alone the nature of disease rests.",R¦pa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0323,Sadharana Rasa,Rasaº¢stra,"A group of eight simple minerals used in Ayurveda viz. Kampillaka(Mallotus phillippinensis), Malla(white arsenic), Navasadara(ammonium chloride), Kaparda(cowrie), Agnijara(Ambergis), Girisindura(Red oxide of Mercury), Hingula(Cinnabar) and Mrddarasankha(Litharge).",Sadharana Rasa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0324,¹ālākya,A¾°¢¬ga ¡yurveda,"The term ¹¢l¢kya' has been derived from the root ¹al¢k¢ which means a lancet or probe. It refers to the branch of ¡yurveda which employs the usage of a probe for management of diseases. It is regarded as the branch which deals with management of diseases that inflict the organs above collar bone (Urdhvajatrugata Roga), i.e. eyes, ears, nose, throat and the oral cavity. Since all the organs are deep seated and a probe is required to visulise their internals, it has been named so. It is a multi-faceted branch which incorporates the modern specialties of ENT, opthalmology and oto-laryngology.",¹¢l¢kya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0325,¹alya,A¾°¢¬ga ¡yurveda,"The term literally means a foreign body or material which bothers the psyche or physical body. It is the branch of A¾°¢¬ga ¡yurveda which deals with extraction various types of foreign bodies that have been producing disorders. Regarded as a significant branch of ¡yurveda, it originated from the sage-physician Suºruta, who is also considered the father of plastic surgery. The branch was popular since ancient times as this could give fast relief as compared to the slow process of recovery from medicines or herbs. Caraka, the best-known physician of ancient medicine also recommended it in treatment of certain diseases, which required immediate attention like bleeding piles and Udara Roga. It incorporates the modern speciality of surgery.",¹alya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0326,¹ār¤ra,¹¢r¤ra Racan¢,"Derived from the root ¹¤r¾ayate, meaning to be broken down, the term is used for human body, signifying the underlying catabolic processes and the ultimate mortal nature. Mentioned to be one of the constituents of ¡yuª, it is the foundation for consiousness, an aggregate of five primary forms of matter and their modifications. It has been defined to be comprising of the three basic structures i.e. Do¾a, Dh¢tu and Mala.",¹¢r¤ra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0327,¹¤ta,Dravyagu´a,"Sa¼sk¨ta term signifying property of coldness of the matter. It is one of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmacology. Antagonist to the U¾´a Gu´a (hotness), it is principally composed of Jala and is characterstic of Madhura, Tikta and Ka¾¢ya Rasa. It aggravates Kapha and V¢ta while pacifies the Pitta. The drugs having this property are capable of curing M¦rcch¢ (syncope), T¨¾´¢ (thirst) and D¢ha (burning sensation) in the body. Its main function being Stambhan (cease secretions) and it increases the strength and immunity power as well.",¹¤ta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0328,¹ira,¹¢r¤ra Racan¢,"Sa¼sk¨ta term for head or skull. The uppermost part of body, it is regarded as Uttam¢¬ga i.e. the supreme organ which controls functions of the whole body system.",¹ira,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0329,¹leṣaka Kapha,¹¢r¤rakriy¢,"Derived from the root ¹li¾ ¡li¬gane' which means to be moist or sticky, it is one of the five subtypes of Kapha which lubricates. Located in the joints as the synovial fluid, it binds the joints together thus affording ease of movement by reducing the friction.",¹le¾aka Kapha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0330,¹leṣamā,¹¢r¤rakriy¢,See Kapha.,¹le¾am¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0331,¹odhana,K¢yacikits¢,Purification therapy. It is the detoxification through Pa®acakarma.  See Sa¼ºodhana also.,¹odhana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0332,¹odhana,Rasaº¢stra,"Means purification. In ¡yurvedika pharmaceutics, the term refers to process of detoxification of minerals, metals and poisonous herbal drugs in order to remove the inherent impurities and the toxic effects. The process not only removes the impurities but also potentiates the properties and actions of the metals and minerals. It renders the metals and minerals suitable for the process of M¢ra´a.",¹odhana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0333,¹ukra,Kriy¢ ¹¢r¤ra,"It is the last of the seven bodily constituents which is the generative fluid, derived from the Majj¢. Although in Sa¼sk¨ta the term refers to the male reproductive part or the semen, as a Dh¢tu it signifies the last bodily constituent which is responsible for production of progeny both in males as well as females. It contributes to strength, complexion and nourishment in both men and women. Suºruta is the first to accept the presence of ¹ukra in females.",¹ukra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0334,Sādhaka Pitta,¹¢r¤rakriy¢,"The term is derived from the root S¢dh' which means to acccomplish or to realize. One of the five sub-types of Pitta, it signifies the fire or body energy that determines the truth or reality. Located in heart, it functions through the nervous system & senses and governs intellect and intelligence. It thus empowers the mind and is responsible for intelligence, knowledge, memory, enthusiasm and consciousness.",S¢dhaka Pitta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0335,Samāna Vāyu,¹¢r¤rakriy¢,"One of the five sub-types of V¢ta, it is regarded as the balancing or equalizing air (Sama-ana). It is nervous force behind the digestive system. Located between the stomach and the intestines, it governs digestion of food materials, separation of waste products and regulation of composition of body fluids as well as body temperature.",Sam¢na V¢yu,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0336,Saṛsarjana Krama,K¢yacikits¢,"Post- Pa®cakarma regimen or the Paºc¢t Karma of Pa®cakarma therapy. After the removal of Do¾as and internal cleansing, the digestive capacity of the individual becomes low and has to be restored. This is achieved through properly planned and gradual changes in diet and lifestyle called as Sa¼sarjana Krama. It involves special post-therapy dietetic regimen which is designed to restore the digestive fire and absorptive capacity of the person, thus restoring him to a normal state of healths and involves intake of light diet initially and gradually proceeding towards the normal balanced diet.",Sa¼sarjana Krama,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0337,Saṛṇamana,K¢yacikits¢,"Pacification therapy,  also known as ¹amana.. One of the three principle types of treatments mentioned in ¡yurveda, it signifies the treatment therapies which are intended to pacify the vitiated Do¾a at their sites of aggravation without cleansing through drugs, diet and conduct. Thus, the calming or pacifying therapies combine medications and diet with recommendations concerning lifestyles. Apart from use of drugs and diet which are digestive, appetite promoting, the conduct is also instrumental in pacification of Do¾a which can be physical, verbal as well as mental.",Sa¼ºamana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0338,Saṛṇodhana,K¢yacikits¢,"One of the three principal types of treatments mentioned in ¡yurveda, it signifies the cleansing therapy which involves elimination of waste products including the vitiated Do¾a from the system.The therapy is administered through five therapeutic procedures of Pa®acakarma namely Vamana (emesis), Virecana (purgation), Anuv¢sana (unctuous enema), ¡sth¢pana (non-unctuous/ decoction enema) and ¹irovirecana (nasal insufflation) and can thus also be defined as Internal purification throughPa®acakarma. It is recommended as beneficial prior to all methods of treatment specially the rejuvenation (Ras¢yana). The therapy is aimed at radical removal of the disease factors and complete restoration of health. It detoxifies the body and mind.",Sa¼ºodhana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0339,Saiṛdhava,Rasaº¢stra,"Sa¼sk¨ta term for Rock salt. It is named after the Indus region where it is found. It is extensively used in ¡yurveda both as a drug and as an adjunct to the drug. Regarded as the best among all the salts used in ¡yurveda, it is the only one which is cold in potency (¹¤taV¤rya). It is an appetiser, improves the digestive power and is beneficial for the eyes. It acts on all the three Do¾a and is capable of entering even the minutest parts of the body since it is S¦k¾ma.",Sai¼dhava,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0340,Sañcaya,Roga Nid¢na,First Kriy¢k¢la marked by the stage of accumulation of vitiated Do¾a. In this stage the particular dosha remains at its natural site but increases in quantitiy and deteriorates in quality. Signs and symptoms of these are seen and the patient desires for the activities or measures that are opposite to the causative factors. It can be natural (as per the seasons) as well as pathological (due to unhealthy diet and lifestyle regimen).,Sa®caya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0341,Sara,Dravyagu´a,"Literally meaning mobile, it is one of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmacology. Regarded as the characterstic of Jala, it is the opposite of Sthira and aggravates the Kapha. Its main function is to provoke Do¾a into action. It is responsible for breaking the bond and release Mala (excretory product) from the body. It is useful in ¹odhana Cikits¢ (evacuation therapy).",Sara,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0342,Sira,¹¢r¤ra Racan¢,"The term literally means tubular vessels through which the fluid flows. It signifies the fine capillaries, arteries, veins or ducts. More specifically, it refers to the blood vessels specially the veins. Primarily forty on basis of Do¾a and seven hundred in total, these originate from the region of umblicus (N¢bhi) and spread out over the entire body.These vessels carry V¢ta, Pitta, Kapha and Rakta in the body and thus nourish and support the body. These are also used as pathways for blood letting in ancient times (Sir¢vedhana), which was regarded as a curative measure.",Sira,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0343,Smśti,¹¢r¤rakriy¢/ K¢ya cikits¢,Refers to power of recollection or the memory of an individual.,Sm¨ti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0344,Snāyu,¹¢r¤ra Racan¢,"Translated as ligament, the term signifies the tendinous portions of the muscle fibres which prevade the muscle both within and outside. About nine hundred ligaments have been mentioned in ancient classics. Regarded as important structures of body in ¡yurveda, injury to it has been mentioned to cause much more serious disturbances in the functioning of organs of action than injury to bone (Asthi), blood vessels (Sira), muscles (M¢¼sa) and joints (Sa¼dhi) including paralysis, loss of limbs and even death.",Sn¢yu,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0345,Sneha,Pad¢rtha Vij®¢na,"Sa¼sk¨ta term signifying love and affection, the term specifically refers to the unctuous substances used in ¡yurveda for Snehana (oleation therapy). The unctuous substances can be of vegetable origin i.e. Taila or of animal origin i.e. Gh¨ta, Vas¢ and Majj¢. Of these four types, Gh¨ta is considered the best.",Sneha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0346,Snehana,K¢yacikits¢,"Sa¼sk¨ta term signifying the oleation therapy. It is one of the six preparatory treatments (Upakrama), which is the principal nourishing therapy. It also forms the component of the pre-purification therapy (P¦rvakarma) of thePa®acakarma. It is a method of lubricating the system with unctuous substances externally as well as internally. On the basis of route of lubrication, it has been further categorised into B¢hya Snehana (external oleation) and ¡bhy¢ntara Snehana (internal oleation). While external oleation involves oil massages and oil bath (Abhya¬ga), internal oleation involves internal administration of medicated oils and Gh¨ta. The method renders the system smooth, liquifies the vitiated Do¾a to make them easily extractable. The therapeutic effects of the therapy include good lusture of skin, good digestion, and feeling of lightness in the body, sensory acuity and mental alertness.",Snehana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0347,Snigdha,Dravyagu´a,"One of the twenty physio-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmacology, the term literally refers to viscid, unctuous, smooth and adhesive. It is principally composed of P¨thv¤ and Jala. The property aggravates Kapha while pacifying V¢ta. It generates unctousness, softness and moistens removing the dryness, hardness, and roughness over the body. Its main function is to strenthen, soften and promote complexion. As for therapeutic benefits, the drugs having this property are V¨¾ya (aphrodisiac) and B¨ha¼´a (nourishing/bulk promoting).",Snigdha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0348,Srotasa,Kriy¢ ¹¢r¤ra,"The term refers to ducts or canal like structures or channels of circulation or hollow tracts within the body which comprise of the empty space and have openings through which they spread the nutrients to all parts of body for nourishment and growth or transport waste products of body metabolism. These are the channels of circulation that constitute a network of open spaces within the body. Health of the system is maintained by proper functioning of these channels. Srotasa also transport Do¾a and may be vitiated by their vitiation. Disease results if the circulation of these channels is arrested or impeded. In case of any morbidity, Sa¼ºodhana therapy is employed i.e. purifications of body channels.",Srotasa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0349,Sthira,Dravyagu´a,"Literally meaning firm and unmovable, it is one of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmacology. Regarded as the characterstic of P¨thv¤, it aggravates Kapha and suppresses the V¢ta in the body. It stabilizes the physiological structures and functions. The property is responsible for obstruction of channels (Srotasa Avarodha) also.",Sthira,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0350,Sthūla,Dravyagu´a,"One of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmacology, it refers to bulkiness. Characterstic of P¨thv¤, it aggravates the Kapha. Its function is to promote bulkiness, strengthen the joints, promote complexion, and strength. The drugs having this property are difficult to digest.",Sth¦la,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0351,Sūkṣma,Dravyagu´a,"One of the twenty physio-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmacology, it refers to the minuteness or fineness. Characterstic of V¢yu, Teja and ¡k¢ºa, it aggravates the V¢ta. Its function is to pierce (Vivara´a), as a result it enters even into the minutest channels of the body. The drugs having this property are easily digestible.",S¦k¾ma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0352,Svastha,Svasthav¨tta,"Sa¼sk¨ta term which signifies a healthy human body. It is a state of balanced co-ordination amongst ¡tm¢, Indriya, and Manah.",Svastha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0353,Sirodhara,K¢yacikits¢,"A special form of oil therapy, characterized by pouring medicated oil/ghrta/buttermilkof as a steady stream over the forehead. It is effective in alleviating vata related disorders and mental disorders due to stress and tension. Sirodhara is good for improving memory. Other effects of shirodhara are sound sleep and a soothing effect on mind and body. The medicinal herbs used in the preparation of the dhara fluid, determine the effectiveness of the therapy.",Sirodhara,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0354,Takra,Dravyagu´a,"Means buttermilk. It is one of the pharmaceutical preparations prepared by churning curd mixed with water and removing butter from it.  It is Madhura, Amla & Ka¾¢ya in Rasa and appetizing, light on digestion and Gr¢h¤', i.e. facilitates digestion and intestinal absorption of digestive juices. It is widely prescribed in treatment of Graha´¤ (irritable bowel syndrome) & non-infective dirrahoea.",Takra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0355,Tamakaṇvāsa,K¢yacikits¢,"Fifth type of ¹v¢sa Roga (respiratory disorders) characterized by difficulty in breathing which occurs in paroxyms and is aggravated by mental and enviromental factors.When accompanied with fever, it is called Pratamaka ¹v¢sa and with Pitta predominance, it is called Sa¼tamaka ¹v¢sa. It can be co-related with bronchial asthma and chronic obstructive pulmonary disorders (COPD) on the basis of signs and symptoms present. It is a Y¢pya Roga; i.e. palliative disease. See Y¢pya Roga also.",Tamakaºv¢sa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0356,Tamas,Maulika Siddh¢nta,"The word is derived from the root Tam' and represents darkness, inertia and heaviness. It is broadly used to signify Aj®¢na (lack of knowledge).",Tamas,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0357,Tamo Guīa,K¢yacikits¢,"One of three qualities pertaining to the psyche. It has the basic qualities of Guruta' or heaviness and ¡var´aka'  or the one which conceals and repersents mental darkness, delusion, lack of knowledge or ignorance (Aj®¢na). Due to heaviness, it suppresses and controls Rajas and Satva. It is associated with inertia or Jaåat¢ and is opposite to Rajas.",Tamo Gu´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0358,Tanmātrā,Maulika Siddh¢nta,"Precursor of the Sth¦la Mah¢bh¦ta or the five essential elements.These are the S¦k¾ma Mah¢bh¦ta which represent the minutest undivided particle of matter and confer the specific physico-chemical properties to the A´u or the atoms which in turn combine to form the molecules of all the life forms. They are the subtle elements formed by the permutation and combination of three attributes of Prak¨ti - Satva, Rajas and Tamas. They associate in definite proportions to give rise to the five basic elements or the Mah¢bh¦ta owing to an inherent tendency to associate. There are fiveTanm¢tr¢s namely P¨thv¤, Jala, Tejas, V¢yu and Ak¢ºa.",Tanm¢tr¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0359,Tāpa Sveda,K¢yacikits¢,"A type of dry thermal sudation where heat is given to the affected part by means of heated cloth, sand, bricks, plates or rubbing the palms together, specially in case of children and over the eyes.",T¢pa Sveda,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0360,Tarpaka Kapha,¹¢r¤rakriy¢,One of the five subtypes of Kapha. It is located in head and nourishes supports and soothes the Masti¾ka or the brain and Indriya or the sensory organs by the virtue of its Snehana qualities. It can be co-related with the cerebro-spinal fluid which also performs similar functions.,Tarpaka Kapha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0361,Teja,Maulika Siddh¢nta,"Means the one that is illuminiscent, brilliant and sparkling. It is one of the five procreating elements and represents Pitta in the form of fire.",Teja,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0362,T¤kṣīa,Dravyagu´a,"Literally stands for sharp and irritant. One of twenty pharmacodynamical properties of Dravya characterized by its purificatory properties and rapid action. It makes the body light, does not allow the structural elements (Dh¢tu) to proliferate and may produce burning sensation, inflammation and oozing of fluids. It is derived from Agni Mah¢bh¦ta; e.g. Bhallataka (marking nut). It is opposite to Manda.",T¤k¾´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0363,T¤kṣīāgni,¹¢r¤rakriy¢ /  K¢ya Cikitsa,"A type of vitiated Ja°har¢gni or the digestive fire which is sharp, aggravated or excited. In this state it is under the influence of vitiated Pitta and easily digests heavy meals in a short time producing a voracious appetite. If the food is not supplied in time, it may consume the body reserves. Such a Pitta produces parched throat, dry palate and burning sensation in the body.",T¤k¾´¢gni,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0364,Tridoṣa,Dravyagu´a,"Refers to bitter taste. One of the six Rasas, it is derived from the V¢yu and ¡k¢ºa Mah¢bh¦ta. It is Ruk¾a (dry), ¹¤ta (cold) and Laghu (light) and pacifies the Pitta and Kapha Do¾a. It is appetizing, wormifuge, quenches thirst and digests ¡ma. Excess consumption causes destruction of structural constituents which are rich in water and fat contents like Med¢ & Vas¢ (adipose tissue), Majj¢ (marrow) & Lasik¢ (lymph).",Trido¾a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0365,Tridoṣa,¹¢r¤rakriy¢,"V¢ta, Pitta & Kapha. The three (Tri) bodily humours (Do¾a) on which the ideology of ¡yurveda is based. These form the fundamental principles of ¡yurvedika physiology on which the concept of health has been conceived. In a healthy body and state of equilibrium they nourish and support all the activities of the body and are termed as Dh¢tu'. They are suceptible to imbalance and vitiation of self and other structures and production of diseases due to unhealthy  diet & regimens and are then termed as Do¾a'. In the state of equilibrium these three fundamental factors maintain the integrity of the human body",Trido¾a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0366,Triguīa,¹¢r¤rakriy¢,"The three mental humours or psychic components. These are the Satva, Rajas & Tamas. In state of equilibrium they together maintain proper mental acquity. Especially of these, Satva is considered as a Gu´a more than a Do¾a, responsible for knowledge, mental peace and clarity. Rajas & Tamas are suceptible to imbalance and lead emergence of desire, infatuation, anger, greed, arrogance, fear and lack of knowledge.",Trigu´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0367,Tśṣīā,K¢yacikits¢,"Literally, it stands for thirst. Excessive and unquenchable thirst has been described as a disease under Pitta N¢n¢tmaja diseases.",T¨¾´¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0368,Udāna Vāyu,¹¢r¤rakriy¢,"One of the subtypes of V¢ta Do¾a. Literally the word means to breathe upwards. It is located in the Ka´°ha i.e. chest & neck and governs Bala (strength), Var´a (complexion), Sm¨ti (memory) and especially Bh¢¾a´a (verbal speech).",Ud¢na V¢yu,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0369,Udaka Vaha,¹¢r¤rakriy¢,"One of the types of Srotas or channels of transportation. Literally Udaka means Jala or water and here it represents the channels which transport liquid substances, specially the lymph. They are two in number, arising from T¢lu (palate) and Kloma (Laryngo -trachea). Their vitiation causes drying of lips and tongue, a parched throat and unquenchable thirst. Damage to them may cause instant death. See T¨¾´¢ also.",Udaka Vaha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0370,Udvartana,K¢yacikits¢,"A type of dry massage conducted like an Abhya¬ga but with a dry medium, i.e. powders or pastes of herbs  instead of oil. It reduces the Kapha and Med¢ and cleanses the skin and makes it soft. Dry massages help in increasing the surface circulation and contouring the body.",Udvartana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0371,Upadhātu,«  Kriy¢º¢r¤ra/    Rasaº¢stra »,"Subsidiary or secondary structural units derived as the by-products of the Pras¢da (pure form) of the Dh¢tu. Their main function is to support the body. They do not undergo transformation or nourish the body as their precursors (Dh¢tu). These are seven viz. Stanya & ¡rtava (derived from Rasa Dh¢tu); Ka´²ar¢ & Sira (Rakta); six dermal layers & Vas¢ (M¢¼sa); Sn¢yu (Med¢). 2. In Rasaº¢stra, it refers to subsidiary minerals. See Annex- 2",Upadh¢tu,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0372,Upanāha Sveda,K¢yacikits¢,A type of fomentation where heat application is done through poultice or pastes and plasters. Dry or wet medication may be used as per the requiremint.,Upan¢ha Sveda,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0373,Uparasa,Rasaº¢stra,"The seven subsidiary minor minerals viz. Gandhaka (sulphur), Gairika (red ochre), K¢s¤sa (iron sulphate), Sphatika (alum), Harit¢la (orpiment), Manaªºil¢ (realgar), A®jana (galena) & Ka¼ku¾°ha (exudate of Garcinia morella). See Annex- 2",Uparasa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0374,Upaṇaya,K¢yacikits¢,"Literally it means the one which is wholesome eventually'. In ¡yurveda, it stands for therapeutic test and is one of the five diagnostic tools of Nid¢na Pa®caka employed for differential diagnosis between G¦åhali¬ga Vy¢dhi' or diseases whose signs and symptoms closely resemble. Diffential diagnosis is made on basis of the beneficial effect of diet, daily regimen and medication, which may be antagonistic or synergistic (anti-cause, anti-disease or anti-cause & disease), in a diseased or which may appear as acting against but is not in real (Vipar¤t¢rthak¢r¤ or contrary in effect). It is righty termed as S¢tmya' or the one which is suitable for the body, on basis of the beneficial effects derived. Eighteen types of Upaºaya' have been described in ¡yurveda.",Upaºaya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
