glossary_id,term,category,definition,tkdl_original_term,source_url,verification_status
GLOS-0129,Grahaī¤,Racan¢ ¹¢r¤ra,Literally meaning receptacle or the one which receives. It signifies a part of Gastrointestinal system (Ko¾°ha) which anatomically comprises lower end of the stomach and upper part of the small intestine. The part receives and retains food during the process of digestion. It is regarded as seat of P¢caka Pitta and Ja°har¢gni.,Graha´¤,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0130,Grāh¤,Dravyagu´a,"Literally means to bind. The term refers to pharmacodynamic property of the drugs in ¡yurveda. It signifies the herbal medicines or drugs which facilitate absorption of intestinal fluids. The drugs act as appetizers as well as astringents and are used in intesinal disturbances e.g. irritable bowel syndrome, non-infective diarrhoea etc. The drugs are U¾´a in potency and pungent in taste. For example, ¹u´°h¤  (Zingiber Officinale).",Gr¢h¤,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0131,Graṛthi,¹alya Ta¼tra,"Literally meaning knot or complex. In ¡yurveda, the term refers to tumour, lump or nodule visible or palpable from the surface. It has been regarded as a specific disorder in ¡yurveda and several types have been mentioned.",Gra¼thi,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0132,Gr¤ṣma,Svasthav¨tta,"Term refers to summer season. One of the three seasons of ¡d¢na K¢la. It signifies the end of ¡d¢na K¢la and ranges from Mid-May to Mid-July. As per ¡yurveda, the season is characterised by diminition of Kapha and vitiation of V¢ta. See ¡d¢na K¢la, §tucary¢ also.",Gr¤¾ma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0133,Gu²a,Bhai¾ajya Kalpan¢,"Term used to indicate jaggery, indian raw natural sugar. It is the solidified form of sugarcane juice used as a content of many ¡yurvedika formulations. It is rejuvenative tonic, helps in elimination of urine and feaces. Contains vitamins and minerals also.",Gu²a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0134,Guīa,Pad¢rtha Vij®¢na,"Sa¼sk¨ta term for quality or trait. It refers to the qualities that are inherent in a substance and cannot exist on their own. A total of forty one Gu´as have been described in ¡yurveda and out of these twenty are regarded as physico-pharmacodynamical properties of drugs and diet e.g. heavy, cold, soft. There are three fundamental qualities of subtle substances or primal nature which have been mentioned as Trigu´a in ¡yurveda and these include: Sattva (Quiescent, self luminous stuff), Raja (Inherent energy/Active stuff) and Tama     (Heavy/ obstructing/ passive stuff).",Gu´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0135,Gurū,Dravyagu´a / Maulika Siddh¢nta,"Literally the term means dispeller (Gu) of darkness (R¦). Regarded as a spiritual teacher, it is the title for living representative of philosphical or religious system. In ¡yurvedika pharmacology, it is the term for heaviness, one of the many physico-pharmacodynamic properties of a drug, constituted by Earth and Water. Its main action is providing satisfaction (T¨pti) and increasing bulk of substances (B¨ha¼´a). For example, the drug, M¢¾a (Phaseolus mungo).",Gur¦,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0136,Gu°ikā,Bhai¾ajya Kalpan¢,"A ball or pustule. ¡yurvedika medicinal preparations in the form of pill. These are solid, semisolid globular masses which are designed to be swallowed. These represent somewhat more stabilized form of C¦r´a. They are prepared by solidifying the decoction of drugs with or without mixing the powder of the drugs.The other method involves Bh¢vana of some specific liquids to the powdered drugs (C¦r´a), which is dried thereafter and made into semisolid bolus. The advantage is they are portable, easily administered and contain the exact dosage of the drugs. Synonyms include Vati, V¢taka, Modaka etc.",Gu°ik¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0137,Hemanta,Svasthav¨tta,Winter season. Ranges from mid-november to mid january. One of the three seasons of the Vi¾arga K¢la (Strengthening period).,Hemanta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0138,Hikkā,Roga Nid¢na,"Sa¼sk¨ta term for hiccup. It has been named so because of the Hik' sound produced. Regarded as a symptom in modern system of medicine, it has been mentioned as a specific disorder in ¡yurveda, caused due to aggravation and upward movement of V¢ta. Dietary irregularities and psychic factors like anxiety, nervouseness and anger have also been mentioned as causes for production of hiccups.",Hikk¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0139,Hima,Bhai¾ajya Kalpan¢,"One of the five fundamental pharmaceutical preparations, i.e. Pa®cavidha Ka¾¢ya Kalpan¢. The term signifies cold infusions prepared by soaking one part of well crushed drug in six parts of water and keeping it overnight (twelve hours). Thereafter, the filterate is taken as Hima.",Hima,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0140,Hśdaya,Racan¢ ¹¢r¤ra,"Sa¼sk¨ta term for Heart. H¨' means 'to take' and 'Dya' means for to give'. The term therefore signifies the physiological aspect of heart, which is the central organ and the main site of exchange of body fluids, i.e. pure and impure blood. It is the chief site of consciousness (Cetan¢) and mind (Mana). In ¡yurveda it is also regarded as the seat of Pr¢´a/life force and also the repository of eight essential drops of Ojas in the body.",H¨daya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0141,Hśdya,Dravyagu´a,"One of the pharmaco-dynamic properties of the ¡yurvedika drugs. The term refers to cardiac tonics, i.e. the drugs, properties or tastes which nurture the heart, blood and circulation. The drugs promote cheerfulness by strengthening the cardiovascular system. Sour taste (Amla Rasa) has been regarded as the best Cardiac strengthener in ¡yurveda. Other examples of H¨dya herbs include Arjuna (Terminalia arjuna) and pomengranante.",H¨dya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0142,Indriya,Racan¢ ¹¢r¤ra,Literally the term means  belonging to Indra'. In Ayurveda the term refers to the eleven instruments of perception and action. Five are the organs of perception (J®¢nendriya) and five are organs of action (Karmendriya). Eleventh is the mind (Manaª) which is the dual organ of perception as well as action (Ubhayendriya). These are regarded as components of ¡yuª in ¡yurveda.,Indriya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0143,Jā¬gama,Dravyagu´a,"Derived from the verbal root Gam' which means to go or move, the term refers to living entities which are self moving, more specifically referred as wanderers.",J¢¬gama,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0144,Jā¬gama Dravya,Dravyagu´a,"Drugs or products which are derived from animals. These are widely used in ¡yurvedika formulations, e.g. milk, urine, dung, blood, hairs and nails of various animals.The periods or time for collection of these products has also been mentioned. Blood, hair and nails etc should be collected from young and strong animals while the products like milk, urine and dung should be collected after digestion of food.",J¢¬gama Dravya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0145,Jala,Maulika Siddh¢nta,See ¡paª.,Jala,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0146,Jalūkā,¹alya Cikits¢,"The term literally means whose life is water' or whose home is water'. It refers to aquatic blood-sucking worms, i.e. Leeches which are used to extract bad or vitiated blood and thus cure disorders caused by vitiated blood and Pitta, e.g. swellings, tumours, burning sensation, itching etc. It is the mildest form of blood letting (Raktamok¾a´a), employed when Sir¢vedha is not indicated. Jal¦k¢vac¢ra´a has been mentioned as individual therapy in ¡yurveda.",Jal¦k¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0147,Jarā,Roga Nid¢na,"Derived from the verbal root J¨º' which means to grow old or to shorten age. The term specifically refers to old age in ¡yurveda. It has been regarded as a natural disorder (Svabh¢vaja Vik¢ra) in ¡yurveda treated with rejuvenative therapies, i.e. Ras¢yana, also mentioned as Jar¢-Cikits¢ in ancient therapeutics.",Jar¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0148,Ja°harāgni,K¢ya Cikits¢,"One of the thirteen types of Agni in the body, the central and the most important of all. It signifies the 'stomachic fire ' which performs digestion, absorption and assimilation of the ingested food and maintains health. It is believed to be located in the navel region (N¢bhi) between stomach (¡m¢ºaya) and duodenum (Pakv¢ºaya). Its vitiation is regarded as root cause of all the disorders in the body (K¢ya) in ¡yurveda and is also known as bodily fire (K¢y¢gni) or the digestive fire (P¢cakAgni). See Agni also.",Ja°har¢gni,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0149,Ja°hara,Racan¢ ¹¢r¤ra,"Literally means hard, old or bound, the term signifies the abdominal region, the Stomach (¡m¢ºaya) in particular",Ja°hara,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0150,J¤rīa,Roga Nid¢na,"The term literally means old or torn out. In ¡yurvedika pathology, the term refers to the chronicity of disorders, i.e. used as a prefix for the diseases which have been of long duration. It is also used to indicate the state of complete digestion of food.",J¤r´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0151,J¤va,Maulika Siddh¢nta,Derived from J¤va'; which means to live.The term refers to the living being in general. It has been regarded as a synonym of ¡tm¢ in ancient ¡yurvedika texts. It is the eternal life force which makes the bodily functions possible. It is of the nature of consciousness which makes the bodily functions possible. It is the core of the life (J¤vana),J¤va,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0152,J¤vana,Maulika Siddh¢nta,Hindi term for life.  Mentioned as ¡yuª in ¡yurveda. See ¡yuª.,J¤vana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0153,J¤van¤ya,Dravyagu´a,"Literally the term means that which is beneficial for life (J¤vana). These are rejuvenative herbs. Specifically categorised as one of the Mah¢ka¾¢ya by Caraka, it refers to a group of drugs which include the A¾°avarga along with J¤vant¤ (Leptidinia reticulata) and Madhuya¾°i (Glyccrhizia glabra).",J¤van¤ya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0154,Jñānendriya,¹¢r¤rakriy¢,"The term J®¢na' signifies knowledge and Indriya' signifies organ or agent of perception. Hence the term refers to organs of perception of knowledge. There are five organs of perception, which include: sense of hearing, the ear (¹rotra), sense of sight, the eyes (Cak¾u), sense of touch, the skin (Tvak), sense of smell, the nose (Ghra´a), and the sense of taste, the tongue (R¢san¢).",J®¢nendriya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0155,Jvara,Roga Nid¢na,"Sa¼sk¨ta term for fever. It is regarded as most important and critical among all the disorders as it is the only disorder which affects each and every living being. It affects the whole body, the organs of senses as well as the mind. It has been mentioned as individual disorder as well as symptom in many other disorders. It is regarded as the king of all disorders in ¡yurveda.",Jvara,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0156,Kāla,Maulika Siddh¢nta,The term literally refers to time. It also denotes the seasons; state of an individual /disease; supreme spirit regarded as destroyer of universe and Yama- the God of death.,K¢la,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0157,Kāla Basti,K¢ya Cikits¢,"Fifteen days regimen of Basti treatment consisting of ten Anuv¢sana and six ¡sth¢pana Basti in ratio of 1:6:6:3, with one Anuv¢sana initially and three the at end and Anuv¢sana alternating with ¡sth¢pana in between. It pacifies vitiated V¢ta.",K¢la Basti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0158,Kāmalā,Roga Nid¢na,"Common term for all types of Jaundice. It is the most common of all the liver disorders. Considered a Pittaja Vik¢ra in ¡yurveda characterised by yellowish discoloration (H¢ridra Var´a) of skin, eyes, tongue, mucous membranes and urine. As per modern system of medicine, it is the liver disorder which results in increased concerntration of bile pigments and bilirubin in blood.",K¢mal¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0159,Kāsa,Roga Nid¢na,The term refers to cough. Cough due to different causes has been mentioned in ¡yurveda as per the vitiation of Do¾a and due to external injuries (K¾ataja) and loss of body tissues (K¾ayaja).,K¢sa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0160,Kāya,Maulika Siddh¢nta,"Sa¼sk¨ta term for Cikits¢ in ancient therapeutics. body', it refers to building up of body with food. The body takes in food, digests, absorbs, metabolises and assimilates in selective manner. The term comprehends the whole process of metabolism in the body. It is also used for Agni, as it is the factor responsible for bio-transformation and thus provides energy necessary for all activities in the body. Derangement of Agni is the root cause of disease in the body which requires treatment.",K¢ya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0161,Kāya Cikitsā,A¾°¢¬ga ¡yurveda,"It is the foremost branch of A¾°¢¬ga ¡yurveda.  K¢ya stands for body or the Agni and Cikits¢ refers to treatment. The term collectively stands for branch of ¡yurveda which deals with management of whole body disorders resulting mostly due to derangement of Agni e.g. Jvara (fever), Ku¾°ha (skin disorders) etc. The branch comprises all specialities of general medicine.",K¢ya Cikits¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0162,Kāya Kalpa,K¢ya Cikits¢,"K¢ya' means body and Kalpa'  means transformation. The collective term refers to ancient rejuvenative procedures which result in radical changes in life and health ranging from cure of mild disorders to weaning off the age related changes, e.g. wrinkling of skin and loss of vitality etc. It is basically an anti-aging therapy. It was first used for a sage, Cyavana §¾i, who supposedly turned to thirty years from eighty years with the treatment. The treatment involves strict daily and dietary regimens which must be followed to get desired results.",K¢ya Kalpa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0163,Kajjl¤,Rasaº¢stra,"Black powder/amalgam, fine like eye-salve, prepared by repeated trituration of purified mercury (P¢rada) and purified sulphur (Gandhaka). Most primitive preparation used in ¡yurvedika practice. It is relatively safe and makes ideal base for most of the Rasa formulations. It exerts potentiating effect on properties of other drugs and makes them easily assimilable in the body tissues.",Kajjl¤,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0164,Kalā,Maulika Siddh¢nta,"The term means tiny fraction, small part or an aspect. Generally employed for phase of moon or a small unit of time, it is specifically used for minute membranous anatomical structures which separate primary bodily constituents (Dh¢tu) from their respective physical locations (¡ºaya). These are seven in number as per ¡yurvedika anatomy (Racan¢ ¹¢r¤ra).",Kal¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0165,Kalka,Rasaº¢stra,One of the five basic formulations (Pa®cavidha Ka¾¢ya Kalpan¢) which is prepared by soaking selected fresh or dried parts of medicinal plants and then grinding them into a wet paste. The crushed plant material is administered as such without expressing the juice.  It is employed for the drugs which have active principles in both solid as well as liquid parts. It is used in preparation of medicated Gh¨ta and oils. It has lower potency than the expressed juice (Svarasa).,Kalka,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0166,Kalpa,K¢yacikits¢/ Bhai¾ajya Kalpan¢,"The word is derived from the Sa¼sk¨ta word ""Kalpan¢"" which means to think or to imagine. In Ayurveda, the term refers to a drug or its preparation; or treatment regimes that have been formulated and have the power eradicate a disease and to transform or bring radical changes in health and life.  In treatments administered in Kalpa form, the dosage is increased and decreased gradually in a definite pattern for a specific period of time to achieve desired results. Generally, Parpa°¤ preparations like Vijaya Parpa°¤ are administered in this way for the treatment of Graha´¤ (irritable bowel syndrome). It is mentioned that ¡malak¤ (Emblica officinalis), Bhall¢taka (Semecarpus anacardium) and Pipall¤ (Piper longum) when taken in Kalpa form act as Ras¢yana; i.e. immuno potentiators, anti ageing and anti oxidant agents.",Kalpa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0167,Kaṛvala,Svasthav¨tta,A type of ¡yurvedika mouth washes which involves movement of herbal decoction/Oil/clarified butter in the oral cavity for a specific period of time. It has cleansing as well as strengthening action for teeth and gums. See Ga´²¦¾a also.,Ka¼vala,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0168,Kapha,¹¢r¤rakriy¢,"Ka' stands for water and Pha' refers to the process of biological evolution, hence the term literally means life fluid'. One of the three Do¾as,  it is the functional intelligence within the body regarded as the principle of cohesion. ¹le¾ma is another  synonym of Kapha which means to keep togeather'.  It is responsible for nourishing, developing and fortyifying functions and plays a vital role in nutrition and stability. Most stable of three Do¾a, it is also potential source of strength and resistance against the diseases; i.e. it bestows immunity. It has five subtypes, namely ¹le¾aka, Tarpaka, Bodhaka, Kledaka and Avalambaka.",Kapha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0169,Karma,Maulika Siddh¢nta,"Literally the term stands for action or deed. The term has multiple meanings in ¡yurveda. It signifies actions done in the past as well as in the present existence.The past actions are believed to yield results in the present/ current birth (Daiva Karma). Such actions have also been mentioned as the causes of many diseases in ancient texts, e.g. Ku¾°ha (leprosy), Apasm¢ra (epilepsy) etc.",Karma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0170,Karma,Dravyagu´a/K¢ya Cikits¢,"The term signifies both actions and procedures in different aspects.The therapeutic action of a specific drug on the body is known as Dravya Karma, while the therapeutic procedures to eliminate vitiated Do¾a e.g. Vamana (emesis), Virecana (purgation) have also been mentioned as Karma (Pa®acaKarma).",Karma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0171,Karma Basti,K¢ya Cikits¢,"Thirty days regimen of Basti treatment consisting of eighteen Anuv¢sana and twelve ¡sth¢pana Basti in ratio of 1:12:12:5, with one Anuv¢sana initially and five at the end and Anuv¢sana alternating with ¡sth¢pana in between. It pacifies vitiated V¢ta.",Karma Basti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0172,Karmendriya,Maulika Siddh¢nta,"Organs/agents of action. These are five in number which include: Hasta (hands for movements), P¢da (feet for locomotion), Mukha (mouth for speech), Guda (anus for elimination) and Upastha (generative organs for procreation). See Indriya also.",Karmendriya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0173,Kaṣāya,Maulika Siddh¢nta,"Sa¼sk¨ta term for astringent taste. It is a cooling taste which reduces secreations specially the salivation. It is haemostatic and aids healing. Composed of the elements V¢yu and P¨thv¤,  it pacifies Kapha and Pitta and increases V¢ta. Excessive consumption results in dryness and thirst. See Rasa also.",Ka¾¢ya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0174,Kaṣāya,Rasaº¢stra,"The term has two meanings: firstly, destruction of original shape/form of the Dravya during preparation of the medicinal formulation and the second, To remove or destroy disease. The term, therefore, specifically refers to the medicinal plants/ minerals used as drugs in ¡yurveda. See Ka¾¢ya Kalpan¢ also.",Ka¾¢ya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0175,Kaṣāya Kalpanā,Bhai¾ajya Kalpan¢,"Ka¾¢ya' refers to the drugs used in ¡yurvedika pharmaceutics while Kalpan¢' is used for forms. Hence the term collectively refers to the processing of drugs into different forms to make them fit for consumption and administration. Five basic formulations have been mentioned which are regarded as primary preparations for other formulations (Pa®cavidha Ka¾¢ya Kalpan¢) i.e. svarasa, kalka, kvatha, hima and phanta .",Ka¾¢ya Kalpan¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0176,Ka°hina,Dravyagu´a,"Literally meaning difficult, it is one of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmaceutics. It refers to the hardness of the drug. The drugs having the quality of hardness are difficult to process during preparation of the formulations. The drugs render the body strong and resistant.",Ka°hina,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0177,Ka°i Basti,K¢ya Cikits¢,"The term Basti refers to Intra-rectal therapies, however Ka°i Basti' is a form of external Basti mentioned in ancient therapeutics. It is lower back bath therapy which involves localised external application of medicated oils in the region of back. A rim of black gram (Uåada D¢la) is made over the affected portion of the spine and thereafter warm medicated oil is poured in it and allowed to stand for a specific period of time. The procedure is useful in treatment of disorders like low back ache, ankylosing spondylitis, slip disc and sciatica. It benefits the muscle spasm and rigidity of lower spine and strengthens the bone tissues in that area.",Ka°i Basti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0178,Ka°u,Maulika Siddh¢nta,"Sa¼sk¨ta term for pungent taste. It is the heating taste found in hot spices which stimulates appetite and is useful for assimilation of food. The taste has decongesting and vivifying properties.Composed of the elements V¢yu and Agni, it increases V¢ta & Pitta and decreases Kapha. Excessive intake of the Rasa causes burning sensation. See Rasa also.",Ka°u,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0179,Kaumāra Bhśtya,A¾°¢¬ga ¡yurveda,LIterally the term means nurturing the Kum¢ra (child) .It is one of the eight specialised branches of ¡yurveda. The subject comprises a lot more than its literal meaning. It is the branch which deals with nurturing of Kumara i.e.development from neonatal to the stage when child can eat solid food; Value of good milk and breast feeding and the associated problems;the diseases of infancy & childhood & respective curative measures.It involves pre-natal & post-natal care of the baby as well as care of thewoman before and during pregnancy.The branch therefore encompasses specialities of Gynaecology & Obstetrics togeather with Pediatrics.,Kaum¢ra Bh¨tya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0180,Keṇya,Dravyagu´a,"Beneficial for hair. It refers to the natural herbs and substances that strengthen hair and hair roots. For example Madhuya¾°I (Glycyrrhiza glabra Linn.), ¡malak¤ (Phyllanthus emblica Linn.) and Bh¨¬gar¢ja (Eclipta prostrata (Linn.).",Keºya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0181,Khara,Dravyagu´a,One of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmaceutics. It refers to roughness or coarseness of the drug. Such drugs are useful as scraping agents (Lekhana).,Khara,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0182,Ki°°a,¹¢r¤rakriy¢,"The term refers to the waste products of digestion and metabolism. Specifically it is used for the waste products of the body's tissues (Dh¢tu) other than the three Mala, i.e. faeces, urine etc. For example, bile is the waste product (Ki°°a) of Rakta. Other examples of Ki°°a include hair, nails, waste products of nose, eyes and ears.",Ki°°a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0183,Kledaka Kapha,¹¢r¤rakriy¢,"One of the five subtypes of Kapha, chiefly located in stomach where it aids digestion of food along with Sam¢naV¢yu and P¢caka Pitta. It performs the vital function of softening and liquefication of the ingested food and thus helps in digestion. It also nourishes the four other subtypes by its humid properties. Its vitiation results in irregular secreation of stomach fluids and is manifested as indigestion, loss of appetite etc.",Kledaka Kapha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0184,Koṣ°ha,¹¢r¤rakriy¢,"The term signifies the gastrointestinal tract. Specifically refers to status of bowel of the patient. Examination of the Ko¾°ha is essential so as to determine the potency of the drug to be administered, specifically for Virecana. Depending upon the predominant Do¾a, three types have been mentioned. M¨du Ko¾°ha (soft bowels) arises due to predominance of Pitta and intake of hot milk, Gh¨ta or sugarcane produces purgation. Madhyama Ko¾°ha (medium bowels) represents the predominance of Kapha, where mild laxatives like Triphal¢ and Isabgol produce purgation while Kr¦ra Ko¾°ha (hard bowels) represents dominance of V¢ta wherein strong laxatives are required to produce purgation.",Ko¾°ha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0185,Koṣ°hāgni,¹¢r¤rakriy¢,See Ja°har¢gni.,Ko¾°h¢gni,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0186,Kśmi,Roga Nid¢na,"Sa¼sk¨ta term for Worms. It includes all parasitic, bacterial, fungal and yeast infestations. It includes external (B¢hya) as well as internal (¡bhy¢ntara) parasites. Twenty in number, these have been further categorised into Kaphaja, Pur¤¾aja and Raktaja. Raktaja K¨mi is comparable to bacterias.",K¨mi,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0187,Kriyākāla,Roga Nid¢na,"Kriy¢ means action and K¢la means time. Hence literally the term means period for timely action/oppurtunity. The concept signifies the modes and stages of development of disease. ¡yurveda categorises development of disease into six stages. The course of each disease begins with accumulation of vitiated Do¾a at its respective site and thereafter it proceeds to various stages to assume specific clinical signs and symptoms. The six stages are time units for activity of Do¾a. Each stage is an oppurtuinity to halt and revert the spread of the disease. The first three stages namely Sa®caya, Prakopa and Prasara are the sub-clinical stages while the latter three which include Sth¢nasa¼ºraya, Vyakti and Bheda are the clinical stages of pathogenesis. The knowledge of Kriy¢k¢la is indispensible to a physician for early diagnosis, prognosis and timely preventive and curative measures.",Kriy¢k¢la,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0188,Kṣāra,Dravyagu´a,"Literally the term means that which destroys. It is the Sa¼sk¨ta term for the alkali substances. It is light, warm, acrid and moistening. Principally used for cauterisation, it forms a separate therapeutics in ¡yurveda. K¾¢ra of both plant and mineral origin have been used in ¡yurveda e.g. Yavak¾¢ra   (chemically pottassium carbonate prepared from ashes of barley ears) and ¯a¬ka´a (borax). It is indicated both externally and internally in ancient therapeutics.",K¾¢ra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
